timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1734079961131,40,/moodle/course/view.php-7-1,303,See Other,2105017_threadGroup 1-1,text,true,,2010,538,1,1,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,40,0,0
1734079961171,53,/moodle/course/view.php-7-2,200,OK,2105017_threadGroup 1-1,text,true,,6689,532,1,1,https://cse.buet.ac.bd/moodle/login/index.php,53,0,0
1734079961226,289,/submit/firefox-desktop/pageload/1/13965cba-33c9-4e26-a630-6545a11153ee-8,200,OK,2105017_threadGroup 1-1,text,true,,764,4462,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/pageload/1/13965cba-33c9-4e26-a630-6545a11153ee,289,0,0
1734079961336,214,moodle,200,OK,2105017_threadGroup 1-2,text,true,,85522,245,2,2,https://cse.buet.ac.bd/moodle/,64,0,37
1734079961336,64,moodle-0,301,Moved Permanently,2105017_threadGroup 1-2,text,true,,505,122,2,2,https://cse.buet.ac.bd/moodle,64,0,37
1734079961400,150,moodle-1,200,OK,2105017_threadGroup 1-2,text,true,,85017,123,2,2,https://cse.buet.ac.bd/moodle/,69,0,0
1734079961517,71,/moodle/course/view.php-9,200,OK,2105017_threadGroup 1-1,text,true,,10801,1629,2,2,https://cse.buet.ac.bd/moodle/login/index.php,29,0,0
1734079961517,29,/moodle/course/view.php-9-0,303,See Other,2105017_threadGroup 1-1,text,true,,2099,545,2,2,https://cse.buet.ac.bd/moodle/course/view.php?id=53,29,0,0
1734079961546,15,/moodle/course/view.php-9-1,303,See Other,2105017_threadGroup 1-1,text,true,,2010,545,2,2,https://cse.buet.ac.bd/moodle/enrol/index.php?id=53,15,0,0
1734079961561,27,/moodle/course/view.php-9-2,200,OK,2105017_threadGroup 1-1,text,true,,6692,539,2,2,https://cse.buet.ac.bd/moodle/login/index.php,26,0,0
1734079961589,66,/moodle/course/view.php-10,200,OK,2105017_threadGroup 1-1,text,true,,10803,1629,2,2,https://cse.buet.ac.bd/moodle/login/index.php,24,0,0
1734079961589,25,/moodle/course/view.php-10-0,303,See Other,2105017_threadGroup 1-1,text,true,,2099,545,2,2,https://cse.buet.ac.bd/moodle/course/view.php?id=70,24,0,0
1734079961614,14,/moodle/course/view.php-10-1,303,See Other,2105017_threadGroup 1-1,text,true,,2010,545,2,2,https://cse.buet.ac.bd/moodle/enrol/index.php?id=70,14,0,0
1734079961628,27,/moodle/course/view.php-10-2,200,OK,2105017_threadGroup 1-1,text,true,,6694,539,2,2,https://cse.buet.ac.bd/moodle/login/index.php,26,0,0
1734079961550,329,/complete/search-1,200,OK,2105017_threadGroup 1-2,text,true,,1493,294,2,2,https://www.google.com/complete/search?client=firefox&channel=fen&q=cse,329,0,173
1734079961658,335,/v4/fullHashes:find-11,200,OK,2105017_threadGroup 1-1,text,true,,584,677,2,2,https://safebrowsing.googleapis.com/v4/fullHashes:find?%24ct=application%2Fx-protobuf&key=AIzaSyC7jsptDS3am4tPx4r3nxis7IMjBc5Dovo&%24httpMethod=POST&%24req=ChUKE25hdmNsaWVudC1hdXRvLWZmb3gSGwoNCAUQBhgBIgMwMDEwARDE1xkaAhgMuJ2xxRouCAUQARoGCgT6vSGaGgYKBOqoMnQaBgoE6u9ySRoGCgSrrswSGgYKBK51H88gAQ%3D%3D,335,0,199
1734079961880,147,/moodle/-2,200,OK,2105017_threadGroup 1-2,text,true,,12083,455,2,2,https://cse.buet.ac.bd/moodle/,146,0,0
1734079962027,24,/moodle/pluginfile.php/5/user/icon/classic/f2-4,200,OK,2105017_threadGroup 1-2,bin,true,,2002,503,2,2,https://cse.buet.ac.bd/moodle/pluginfile.php/5/user/icon/classic/f2?rev=462,24,0,0
1734079961994,82,/moodle/course/view.php-12,200,OK,2105017_threadGroup 1-1,text,true,,10802,1629,2,2,https://cse.buet.ac.bd/moodle/login/index.php,31,0,0
1734079961994,31,/moodle/course/view.php-12-0,303,See Other,2105017_threadGroup 1-1,text,true,,2099,545,2,2,https://cse.buet.ac.bd/moodle/course/view.php?id=54,31,0,0
1734079962025,19,/moodle/course/view.php-12-1,303,See Other,2105017_threadGroup 1-1,text,true,,2010,545,2,2,https://cse.buet.ac.bd/moodle/enrol/index.php?id=54,19,0,0
1734079962044,32,/moodle/course/view.php-12-2,200,OK,2105017_threadGroup 1-1,text,true,,6693,539,2,2,https://cse.buet.ac.bd/moodle/login/index.php,32,0,0
1734079962077,77,/moodle/course/view.php-13,200,OK,2105017_threadGroup 1-1,text,true,,10801,1629,2,2,https://cse.buet.ac.bd/moodle/login/index.php,27,0,0
1734079962077,27,/moodle/course/view.php-13-0,303,See Other,2105017_threadGroup 1-1,text,true,,2099,545,2,2,https://cse.buet.ac.bd/moodle/course/view.php?id=55,27,0,0
1734079962105,16,/moodle/course/view.php-13-1,303,See Other,2105017_threadGroup 1-1,text,true,,2010,545,2,2,https://cse.buet.ac.bd/moodle/enrol/index.php?id=55,16,0,0
1734079962121,33,/moodle/course/view.php-13-2,200,OK,2105017_threadGroup 1-1,text,true,,6692,539,2,2,https://cse.buet.ac.bd/moodle/login/index.php,32,0,0
1734079962154,83,/moodle/course/view.php-14,200,OK,2105017_threadGroup 1-1,text,true,,10799,1629,2,2,https://cse.buet.ac.bd/moodle/login/index.php,34,0,0
1734079962154,34,/moodle/course/view.php-14-0,303,See Other,2105017_threadGroup 1-1,text,true,,2099,545,2,2,https://cse.buet.ac.bd/moodle/course/view.php?id=71,34,0,0
1734079962188,18,/moodle/course/view.php-14-1,303,See Other,2105017_threadGroup 1-1,text,true,,2010,545,2,2,https://cse.buet.ac.bd/moodle/enrol/index.php?id=71,18,0,0
1734079962206,31,/moodle/course/view.php-14-2,200,OK,2105017_threadGroup 1-1,text,true,,6690,539,2,2,https://cse.buet.ac.bd/moodle/login/index.php,31,0,0
1734079962238,84,/moodle/course/view.php-15,200,OK,2105017_threadGroup 1-1,text,true,,10802,1629,2,2,https://cse.buet.ac.bd/moodle/login/index.php,29,0,0
1734079962238,29,/moodle/course/view.php-15-0,303,See Other,2105017_threadGroup 1-1,text,true,,2099,545,2,2,https://cse.buet.ac.bd/moodle/course/view.php?id=56,29,0,0
1734079962268,21,/moodle/course/view.php-15-1,303,See Other,2105017_threadGroup 1-1,text,true,,2010,545,2,2,https://cse.buet.ac.bd/moodle/enrol/index.php?id=56,21,0,0
1734079962289,33,/moodle/course/view.php-15-2,200,OK,2105017_threadGroup 1-1,text,true,,6693,539,2,2,https://cse.buet.ac.bd/moodle/login/index.php,33,0,0
1734079962052,363,/submit/firefox-desktop/newtab/1/b4f5c136-bafd-491b-ad1f-c6a7c8798433-5,200,OK,2105017_threadGroup 1-2,text,false,"The operation lasted too long: It took 363 milliseconds, but should not have lasted longer than 350 milliseconds.",864,2918,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/b4f5c136-bafd-491b-ad1f-c6a7c8798433,363,0,78
1734079962323,112,/moodle/course/view.php-16,200,OK,2105017_threadGroup 1-1,text,true,,10801,1629,2,2,https://cse.buet.ac.bd/moodle/login/index.php,36,0,0
1734079962323,36,/moodle/course/view.php-16-0,303,See Other,2105017_threadGroup 1-1,text,true,,2099,545,2,2,https://cse.buet.ac.bd/moodle/course/view.php?id=72,36,0,0
1734079962359,37,/moodle/course/view.php-16-1,303,See Other,2105017_threadGroup 1-1,text,true,,2010,545,2,2,https://cse.buet.ac.bd/moodle/enrol/index.php?id=72,37,0,0
1734079962396,39,/moodle/course/view.php-16-2,200,OK,2105017_threadGroup 1-1,text,true,,6692,539,2,2,https://cse.buet.ac.bd/moodle/login/index.php,39,0,0
1734079962416,62,/moodle/my/courses.php-6,200,OK,2105017_threadGroup 1-2,text,true,,8814,520,2,2,https://cse.buet.ac.bd/moodle/my/courses.php,62,0,0
1734079962436,144,/moodle/-17,200,OK,2105017_threadGroup 1-1,text,true,,12081,535,2,2,https://cse.buet.ac.bd/moodle/?redirect=0,143,0,0
1734079962478,116,/moodle/course/view.php-7,200,OK,2105017_threadGroup 1-2,text,true,,10799,1608,2,2,https://cse.buet.ac.bd/moodle/login/index.php,41,0,0
1734079962478,41,/moodle/course/view.php-7-0,303,See Other,2105017_threadGroup 1-2,text,true,,2099,538,2,2,https://cse.buet.ac.bd/moodle/course/view.php?id=81,41,0,0
1734079962520,27,/moodle/course/view.php-7-1,303,See Other,2105017_threadGroup 1-2,text,true,,2010,538,2,2,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,27,0,0
1734079962547,47,/moodle/course/view.php-7-2,200,OK,2105017_threadGroup 1-2,text,true,,6690,532,2,2,https://cse.buet.ac.bd/moodle/login/index.php,47,0,0
1734079962581,123,/moodle/my/-18,200,OK,2105017_threadGroup 1-1,text,true,,14091,517,2,2,https://cse.buet.ac.bd/moodle/my/,102,0,0
1734079962704,57,/moodle/user/profile.php-19,200,OK,2105017_threadGroup 1-1,text,true,,6824,522,2,2,https://cse.buet.ac.bd/moodle/user/profile.php,57,0,0
1734079962595,289,/submit/firefox-desktop/pageload/1/13965cba-33c9-4e26-a630-6545a11153ee-8,200,OK,2105017_threadGroup 1-2,text,true,,755,4462,2,2,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/pageload/1/13965cba-33c9-4e26-a630-6545a11153ee,289,0,0
1734079962884,98,/moodle/course/view.php-9,200,OK,2105017_threadGroup 1-2,text,true,,10800,1629,2,2,https://cse.buet.ac.bd/moodle/login/index.php,37,0,0
1734079962884,37,/moodle/course/view.php-9-0,303,See Other,2105017_threadGroup 1-2,text,true,,2099,545,2,2,https://cse.buet.ac.bd/moodle/course/view.php?id=53,37,0,0
1734079962921,22,/moodle/course/view.php-9-1,303,See Other,2105017_threadGroup 1-2,text,true,,2010,545,2,2,https://cse.buet.ac.bd/moodle/enrol/index.php?id=53,22,0,0
1734079962944,38,/moodle/course/view.php-9-2,200,OK,2105017_threadGroup 1-2,text,true,,6691,539,2,2,https://cse.buet.ac.bd/moodle/login/index.php,37,0,0
1734079962983,86,/moodle/course/view.php-10,200,OK,2105017_threadGroup 1-2,text,true,,10798,1629,2,2,https://cse.buet.ac.bd/moodle/login/index.php,31,0,0
1734079962983,31,/moodle/course/view.php-10-0,303,See Other,2105017_threadGroup 1-2,text,true,,2099,545,2,2,https://cse.buet.ac.bd/moodle/course/view.php?id=70,31,0,0
1734079963014,22,/moodle/course/view.php-10-1,303,See Other,2105017_threadGroup 1-2,text,true,,2010,545,2,2,https://cse.buet.ac.bd/moodle/enrol/index.php?id=70,22,0,0
1734079963037,32,/moodle/course/view.php-10-2,200,OK,2105017_threadGroup 1-2,text,true,,6689,539,2,2,https://cse.buet.ac.bd/moodle/login/index.php,32,0,0
1734079962762,345,/v1/tiles-20,204,No Content,2105017_threadGroup 1-1,,true,,138,283,2,2,https://contile.services.mozilla.com/v1/tiles,0,0,116
1734079963071,359,/v4/fullHashes:find-11,200,OK,2105017_threadGroup 1-2,text,false,"The operation lasted too long: It took 359 milliseconds, but should not have lasted longer than 350 milliseconds.",584,677,3,3,https://safebrowsing.googleapis.com/v4/fullHashes:find?%24ct=application%2Fx-protobuf&key=AIzaSyC7jsptDS3am4tPx4r3nxis7IMjBc5Dovo&%24httpMethod=POST&%24req=ChUKE25hdmNsaWVudC1hdXRvLWZmb3gSGwoNCAUQBhgBIgMwMDEwARDE1xkaAhgMuJ2xxRouCAUQARoGCgT6vSGaGgYKBOqoMnQaBgoE6u9ySRoGCgSrrswSGgYKBK51H88gAQ%3D%3D,359,0,213
1734079963108,354,/spocs-21,200,OK,2105017_threadGroup 1-1,text,false,"The operation lasted too long: It took 354 milliseconds, but should not have lasted longer than 350 milliseconds.",1352,522,3,3,https://spocs.getpocket.com/spocs,354,0,118
1734079963431,70,/moodle/course/view.php-12,200,OK,2105017_threadGroup 1-2,text,true,,10801,1629,3,3,https://cse.buet.ac.bd/moodle/login/index.php,30,0,0
1734079963431,30,/moodle/course/view.php-12-0,303,See Other,2105017_threadGroup 1-2,text,true,,2099,545,3,3,https://cse.buet.ac.bd/moodle/course/view.php?id=54,30,0,0
1734079963462,15,/moodle/course/view.php-12-1,303,See Other,2105017_threadGroup 1-2,text,true,,2010,545,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=54,15,0,0
1734079963477,24,/moodle/course/view.php-12-2,200,OK,2105017_threadGroup 1-2,text,true,,6692,539,3,3,https://cse.buet.ac.bd/moodle/login/index.php,24,0,0
1734079963333,170,moodle,200,OK,2105017_threadGroup 1-3,text,true,,85522,245,3,3,https://cse.buet.ac.bd/moodle/,31,0,21
1734079963333,31,moodle-0,301,Moved Permanently,2105017_threadGroup 1-3,text,true,,505,122,3,3,https://cse.buet.ac.bd/moodle,31,0,21
1734079963365,138,moodle-1,200,OK,2105017_threadGroup 1-3,text,true,,85017,123,3,3,https://cse.buet.ac.bd/moodle/,48,0,0
1734079963464,95,/moodle/my/-22,200,OK,2105017_threadGroup 1-1,text,true,,14100,522,3,3,https://cse.buet.ac.bd/moodle/my/,91,0,0
1734079963502,66,/moodle/course/view.php-13,200,OK,2105017_threadGroup 1-2,text,true,,10800,1629,3,3,https://cse.buet.ac.bd/moodle/login/index.php,25,0,0
1734079963502,25,/moodle/course/view.php-13-0,303,See Other,2105017_threadGroup 1-2,text,true,,2099,545,3,3,https://cse.buet.ac.bd/moodle/course/view.php?id=55,25,0,0
1734079963527,14,/moodle/course/view.php-13-1,303,See Other,2105017_threadGroup 1-2,text,true,,2010,545,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=55,14,0,0
1734079963541,27,/moodle/course/view.php-13-2,200,OK,2105017_threadGroup 1-2,text,true,,6691,539,3,3,https://cse.buet.ac.bd/moodle/login/index.php,27,0,0
1734079963569,57,/moodle/course/view.php-14,200,OK,2105017_threadGroup 1-2,text,true,,10800,1629,3,3,https://cse.buet.ac.bd/moodle/login/index.php,19,0,0
1734079963569,19,/moodle/course/view.php-14-0,303,See Other,2105017_threadGroup 1-2,text,true,,2099,545,3,3,https://cse.buet.ac.bd/moodle/course/view.php?id=71,19,0,0
1734079963588,12,/moodle/course/view.php-14-1,303,See Other,2105017_threadGroup 1-2,text,true,,2010,545,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=71,12,0,0
1734079963600,26,/moodle/course/view.php-14-2,200,OK,2105017_threadGroup 1-2,text,true,,6691,539,3,3,https://cse.buet.ac.bd/moodle/login/index.php,26,0,0
1734079963559,83,/moodle/calendar/view.php-23,200,OK,2105017_threadGroup 1-1,text,true,,10462,534,3,3,https://cse.buet.ac.bd/moodle/calendar/view.php?view=month,83,0,0
1734079963642,37,/moodle/grade/report/overview/index.php-24,200,OK,2105017_threadGroup 1-1,text,true,,8700,1108,3,3,https://cse.buet.ac.bd/moodle/login/index.php,13,0,0
1734079963642,13,/moodle/grade/report/overview/index.php-24-0,303,See Other,2105017_threadGroup 1-1,text,true,,2010,562,3,3,https://cse.buet.ac.bd/moodle/grade/report/overview/index.php,13,0,0
1734079963655,24,/moodle/grade/report/overview/index.php-24-1,200,OK,2105017_threadGroup 1-1,text,true,,6690,546,3,3,https://cse.buet.ac.bd/moodle/login/index.php,24,0,0
1734079963626,66,/moodle/course/view.php-15,200,OK,2105017_threadGroup 1-2,text,true,,10801,1629,3,3,https://cse.buet.ac.bd/moodle/login/index.php,25,0,0
1734079963626,25,/moodle/course/view.php-15-0,303,See Other,2105017_threadGroup 1-2,text,true,,2099,545,3,3,https://cse.buet.ac.bd/moodle/course/view.php?id=56,25,0,0
1734079963652,13,/moodle/course/view.php-15-1,303,See Other,2105017_threadGroup 1-2,text,true,,2010,545,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=56,13,0,0
1734079963665,27,/moodle/course/view.php-15-2,200,OK,2105017_threadGroup 1-2,text,true,,6692,539,3,3,https://cse.buet.ac.bd/moodle/login/index.php,27,0,0
1734079963679,40,/moodle/reportbuilder/index.php-25,200,OK,2105017_threadGroup 1-1,text,true,,8701,1106,3,3,https://cse.buet.ac.bd/moodle/login/index.php,13,0,0
1734079963679,13,/moodle/reportbuilder/index.php-25-0,303,See Other,2105017_threadGroup 1-1,text,true,,2010,557,3,3,https://cse.buet.ac.bd/moodle/reportbuilder/index.php,13,0,0
1734079963692,27,/moodle/reportbuilder/index.php-25-1,200,OK,2105017_threadGroup 1-1,text,true,,6691,549,3,3,https://cse.buet.ac.bd/moodle/login/index.php,27,0,0
1734079963692,67,/moodle/course/view.php-16,200,OK,2105017_threadGroup 1-2,text,true,,10801,1629,3,3,https://cse.buet.ac.bd/moodle/login/index.php,28,0,0
1734079963692,28,/moodle/course/view.php-16-0,303,See Other,2105017_threadGroup 1-2,text,true,,2099,545,3,3,https://cse.buet.ac.bd/moodle/course/view.php?id=72,28,0,0
1734079963720,15,/moodle/course/view.php-16-1,303,See Other,2105017_threadGroup 1-2,text,true,,2010,545,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=72,15,0,0
1734079963735,24,/moodle/course/view.php-16-2,200,OK,2105017_threadGroup 1-2,text,true,,6692,539,3,3,https://cse.buet.ac.bd/moodle/login/index.php,24,0,0
1734079963720,47,/moodle/my/courses.php-26,200,OK,2105017_threadGroup 1-1,text,true,,8816,540,3,3,https://cse.buet.ac.bd/moodle/my/courses.php,46,0,0
1734079963767,46,/moodle/my/courses.php-27,200,OK,2105017_threadGroup 1-1,text,true,,8816,531,3,3,https://cse.buet.ac.bd/moodle/my/courses.php,46,0,0
1734079963504,335,/complete/search-1,200,OK,2105017_threadGroup 1-3,text,true,,1493,294,3,3,https://www.google.com/complete/search?client=firefox&channel=fen&q=cse,335,0,168
1734079963814,47,/moodle/my/courses.php-28,200,OK,2105017_threadGroup 1-1,text,true,,8816,531,3,3,https://cse.buet.ac.bd/moodle/my/courses.php,46,0,0
1734079963760,127,/moodle/-17,200,OK,2105017_threadGroup 1-2,text,true,,12080,535,3,3,https://cse.buet.ac.bd/moodle/?redirect=0,127,0,0
1734079963861,43,/moodle/my/courses.php-29,200,OK,2105017_threadGroup 1-1,text,true,,8818,531,3,3,https://cse.buet.ac.bd/moodle/my/courses.php,43,0,0
1734079963905,44,/moodle/my/courses.php-30,200,OK,2105017_threadGroup 1-1,text,true,,8817,531,3,3,https://cse.buet.ac.bd/moodle/my/courses.php,44,0,0
1734079963950,27,home,200,OK,2105017_threadGroup 1-1,text,true,,55067,120,3,3,https://cse.buet.ac.bd/home,18,0,0
1734079963839,150,/moodle/-2,200,OK,2105017_threadGroup 1-3,text,true,,12079,455,3,3,https://cse.buet.ac.bd/moodle/,149,0,0
1734079963989,13,/moodle/pluginfile.php/5/user/icon/classic/f2-4,200,OK,2105017_threadGroup 1-3,bin,true,,2002,503,3,3,https://cse.buet.ac.bd/moodle/pluginfile.php/5/user/icon/classic/f2?rev=462,13,0,0
1734079963887,117,/moodle/my/-18,200,OK,2105017_threadGroup 1-2,text,true,,14089,517,3,3,https://cse.buet.ac.bd/moodle/my/,110,0,0
1734079964004,36,/moodle/user/profile.php-19,200,OK,2105017_threadGroup 1-2,text,true,,6828,522,3,3,https://cse.buet.ac.bd/moodle/user/profile.php,35,0,0
1734079963977,175,/complete/search-31,200,OK,2105017_threadGroup 1-1,text,false,"The operation lasted too long: It took 175 milliseconds, but should not have lasted longer than 120 milliseconds.",1923,293,3,3,https://www.google.com/complete/search?client=firefox&channel=fen&q=cs,175,0,0
1734079964153,39,/home-32,200,OK,2105017_threadGroup 1-1,text,true,,8075,696,3,3,https://cse.buet.ac.bd/home,14,0,7
1734079964153,14,/home-32-0,301,Moved Permanently,2105017_threadGroup 1-1,text,true,,579,348,3,3,http://cse.buet.ac.bd/home,14,0,7
1734079964167,25,/home-32-1,200,OK,2105017_threadGroup 1-1,text,true,,7496,348,3,3,https://cse.buet.ac.bd/home,25,0,0
1734079964192,6,/public/js/color-modes.js-35,200,OK,2105017_threadGroup 1-1,text,true,,1213,401,3,3,https://cse.buet.ac.bd/public/js/color-modes.js,6,0,0
1734079964198,22,/public/css/bootstrap.min.css-36,200,OK,2105017_threadGroup 1-1,text,true,,31587,419,3,3,https://cse.buet.ac.bd/public/css/bootstrap.min.css,18,0,0
1734079964221,5,/public/css/carousel.css-37,200,OK,2105017_threadGroup 1-1,text,true,,993,414,3,3,https://cse.buet.ac.bd/public/css/carousel.css,5,0,0
1734079964226,16,/public/js/bootstrap.bundle.min.js-39,200,OK,2105017_threadGroup 1-1,text,true,,24152,395,3,3,https://cse.buet.ac.bd/public/js/bootstrap.bundle.min.js,12,0,0
1734079964242,6,/public/css/main.css-38,200,OK,2105017_threadGroup 1-1,text,true,,3675,410,3,3,https://cse.buet.ac.bd/public/css/main.css,6,0,0
1734079964249,21,/public/js/jquery-1.11.2.min.js-40,200,OK,2105017_threadGroup 1-1,text,true,,33635,392,3,3,https://cse.buet.ac.bd/public/js/jquery-1.11.2.min.js,17,0,0
1734079964271,5,/public/js/main.js-41,200,OK,2105017_threadGroup 1-1,text,true,,801,379,3,3,https://cse.buet.ac.bd/public/js/main.js,5,0,0
1734079964003,340,/submit/firefox-desktop/newtab/1/b4f5c136-bafd-491b-ad1f-c6a7c8798433-5,200,OK,2105017_threadGroup 1-3,text,true,,740,2918,3,3,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/b4f5c136-bafd-491b-ad1f-c6a7c8798433,340,0,77
1734079964040,347,/v1/tiles-20,204,No Content,2105017_threadGroup 1-2,,true,,138,283,3,3,https://contile.services.mozilla.com/v1/tiles,0,0,114
1734079964343,52,/moodle/my/courses.php-6,200,OK,2105017_threadGroup 1-3,text,true,,8815,520,3,3,https://cse.buet.ac.bd/moodle/my/courses.php,51,0,0
1734079964395,73,/moodle/course/view.php-7,200,OK,2105017_threadGroup 1-3,text,true,,10802,1608,3,3,https://cse.buet.ac.bd/moodle/login/index.php,26,0,0
1734079964395,26,/moodle/course/view.php-7-0,303,See Other,2105017_threadGroup 1-3,text,true,,2099,538,3,3,https://cse.buet.ac.bd/moodle/course/view.php?id=81,26,0,0
1734079964421,18,/moodle/course/view.php-7-1,303,See Other,2105017_threadGroup 1-3,text,true,,2010,538,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=81,17,0,0
1734079964439,29,/moodle/course/view.php-7-2,200,OK,2105017_threadGroup 1-3,text,true,,6693,532,3,3,https://cse.buet.ac.bd/moodle/login/index.php,29,0,0
1734079964276,272,/submit/firefox-desktop/newtab/1/02a47c1d-f487-46f7-8d23-8600a7b3a3d9-34,200,OK,2105017_threadGroup 1-1,text,false,"The operation lasted too long: It took 272 milliseconds, but should not have lasted longer than 120 milliseconds.",733,2973,3,3,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/02a47c1d-f487-46f7-8d23-8600a7b3a3d9,272,0,0
1734079964550,42,/2.0.7/css/dataTables.dataTables.min.css-42,200,OK,2105017_threadGroup 1-1,text,true,,4264,429,3,3,https://cdn.datatables.net/2.0.7/css/dataTables.dataTables.min.css,42,0,17
1734079964592,38,/npm/bootstrap-icons@1.11.3/font/bootstrap-icons.min.css-43,200,OK,2105017_threadGroup 1-1,text,true,,14751,443,3,3,https://cdn.jsdelivr.net/npm/bootstrap-icons@1.11.3/font/bootstrap-icons.min.css,37,0,19
1734079964387,357,/spocs-21,200,OK,2105017_threadGroup 1-2,text,false,"The operation lasted too long: It took 357 milliseconds, but should not have lasted longer than 350 milliseconds.",1352,522,3,3,https://spocs.getpocket.com/spocs,357,0,117
1734079964468,291,/submit/firefox-desktop/pageload/1/13965cba-33c9-4e26-a630-6545a11153ee-8,200,OK,2105017_threadGroup 1-3,text,true,,912,4462,3,3,https://incoming.telemetry.mozilla.org/submit/firefox-desktop/pageload/1/13965cba-33c9-4e26-a630-6545a11153ee,291,0,0
1734079964760,82,/moodle/course/view.php-9,200,OK,2105017_threadGroup 1-3,text,true,,10800,1629,3,3,https://cse.buet.ac.bd/moodle/login/index.php,32,0,0
1734079964760,32,/moodle/course/view.php-9-0,303,See Other,2105017_threadGroup 1-3,text,true,,2099,545,3,3,https://cse.buet.ac.bd/moodle/course/view.php?id=53,32,0,0
1734079964792,20,/moodle/course/view.php-9-1,303,See Other,2105017_threadGroup 1-3,text,true,,2010,545,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=53,20,0,0
1734079964812,30,/moodle/course/view.php-9-2,200,OK,2105017_threadGroup 1-3,text,true,,6691,539,3,3,https://cse.buet.ac.bd/moodle/login/index.php,29,0,0
1734079964745,105,/moodle/my/-22,200,OK,2105017_threadGroup 1-2,text,true,,14087,522,3,3,https://cse.buet.ac.bd/moodle/my/,102,0,0
1734079964842,73,/moodle/course/view.php-10,200,OK,2105017_threadGroup 1-3,text,true,,10800,1629,3,3,https://cse.buet.ac.bd/moodle/login/index.php,25,0,0
1734079964842,25,/moodle/course/view.php-10-0,303,See Other,2105017_threadGroup 1-3,text,true,,2099,545,3,3,https://cse.buet.ac.bd/moodle/course/view.php?id=70,25,0,0
1734079964867,18,/moodle/course/view.php-10-1,303,See Other,2105017_threadGroup 1-3,text,true,,2010,545,3,3,https://cse.buet.ac.bd/moodle/enrol/index.php?id=70,18,0,0
1734079964885,30,/moodle/course/view.php-10-2,200,OK,2105017_threadGroup 1-3,text,true,,6691,539,3,3,https://cse.buet.ac.bd/moodle/login/index.php,30,0,0
